ML Catalog Number,Format,Common Name,Scientific Name,Background Species,Caption,Recordist,Date,Year,Month,Day,Time,Country,Country-State-County,State,County,Locality,Latitude,Longitude,Age/Sex,Behaviors,Playback,Captive,Collected,Specimen ID,Home Archive Catalog Number,Recorder,Microphone,Accessory,Partner Institution,eBird Checklist ID,Unconfirmed,Air Temp(°C),Water Temp(°C),Media notes,Observation Details,Parent Species,eBird Species Code,Taxon Category,Taxonomic Sort,Recordist 2,Average Community Rating,Number of Ratings,Asset Tags,Original Image Height,Original Image Width
661254703,Photo,Cedar Waxwing,Bombycilla cedrorum,,,Alison Gale,2026-07-12,2026,7,12,730,United States,US-WA-061,Washington,Snohomish,Riverview Wildlife Refuge / Snohomish Wastewater Treatment Plant,47.9165434,-122.1100652,"",,Unspecified,false,false,,,,,,,S371256974,"",,,,,Bombycilla cedrorum,cedwax,Species,29888,,5.00,1,,2310,3465
661254698,Photo,Red-breasted Sapsucker,Sphyrapicus ruber,,,Alison Gale,2026-07-12,2026,7,12,730,United States,US-WA-061,Washington,Snohomish,Riverview Wildlife Refuge / Snohomish Wastewater Treatment Plant,47.9165434,-122.1100652,"",,Unspecified,false,false,,,,,,,S371256974,"",,,,,Sphyrapicus ruber,rebsap,Species,11130,,5.00,1,,1473,2210
661254688,Photo,Great Blue Heron,Ardea herodias,,,Alison Gale,2026-07-12,2026,7,12,730,United States,US-WA-061,Washington,Snohomish,Riverview Wildlife Refuge / Snohomish Wastewater Treatment Plant,47.9165434,-122.1100652,"",,Unspecified,false,false,,,,,,,S371256974,"",,,,,Ardea herodias,grbher3,Species,7753,,5.00,1,,3631,2421
659894591,Photo,Black-bellied Plover,Pluvialis squatarola,,,Alison Gale,2026-06-13,2026,6,13,748,United States,US-CA-001,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,"",,Unspecified,false,false,,,,,,,S356765363,"",,,,,Pluvialis squatarola,bkbplo,Species,5811,,4.00,2,,1698,2547
659894589,Photo,Brown Pelican,Pelecanus occidentalis,,,Alison Gale,2026-06-13,2026,6,13,748,United States,US-CA-001,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,"",,Unspecified,false,false,,,,,,,S356765363,"",,,,,Pelecanus occidentalis,brnpel,Species,7792,,5.00,1,,2679,4019
659894588,Photo,Bushtit,Psaltriparus minimus,,,Alison Gale,2026-06-13,2026,6,13,748,United States,US-CA-001,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,"",,Unspecified,false,false,,,,,,,S356765363,"",,,,,Psaltriparus minimus,bushti,Species,25253,,4.00,3,,2549,3823
659894581,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,,Alison Gale,2026-06-13,2026,6,13,748,United States,US-CA-001,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,"",,Unspecified,false,false,,,,,,,S356765363,"",,,,,Zonotrichia leucophrys,whcspa,Species,33187,,4.00,2,,3467,5200
659894579,Photo,California Towhee,Melozone crissalis,,,Alison Gale,2026-06-13,2026,6,13,748,United States,US-CA-001,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,"",,Unspecified,false,false,,,,,,,S356765363,"",,,,,Melozone crissalis,caltow,Species,33350,,4.00,3,,2393,3589
659894578,Photo,California Towhee,Melozone crissalis,,,Alison Gale,2026-06-13,2026,6,13,748,United States,US-CA-001,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,"",,Unspecified,false,false,,,,,,,S356765363,"",,,,,Melozone crissalis,caltow,Species,33350,,4.00,2,,2175,3262
659894576,Photo,House Finch,Haemorhous mexicanus,,,Alison Gale,2026-06-13,2026,6,13,748,United States,US-CA-001,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,"",,Unspecified,false,false,,,,,,,S356765363,"",,,,,Haemorhous mexicanus,houfin,Species,32310,,3.67,3,,2485,3728
659894575,Photo,House Finch,Haemorhous mexicanus,,,Alison Gale,2026-06-13,2026,6,13,748,United States,US-CA-001,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,"",,Unspecified,false,false,,,,,,,S356765363,"",,,,,Haemorhous mexicanus,houfin,Species,32310,,5.00,1,,2207,3311
659894574,Photo,House Finch,Haemorhous mexicanus,,,Alison Gale,2026-06-13,2026,6,13,748,United States,US-CA-001,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,"",,Unspecified,false,false,,,,,,,S356765363,"",,,,,Haemorhous mexicanus,houfin,Species,32310,,4.33,3,,1929,2893
659894437,Photo,Long-billed Curlew,Numenius americanus,,,Alison Gale,2026-06-13,2026,6,13,748,United States,US-CA-001,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,"",,Unspecified,false,false,,,,,,,S356765363,"",,,,,Numenius americanus,lobcur,Species,6021,,3.67,3,,1579,2368
659894434,Photo,American Avocet,Recurvirostra americana,,,Alison Gale,2026-06-13,2026,6,13,748,United States,US-CA-001,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,"",,Unspecified,false,false,,,,,,,S356765363,"",,,,,Recurvirostra americana,ameavo,Species,5780,,3.67,3,,1817,2726
659894433,Photo,American Avocet,Recurvirostra americana,,,Alison Gale,2026-06-13,2026,6,13,748,United States,US-CA-001,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,"",,Unspecified,false,false,,,,,,,S356765363,"",,,,,Recurvirostra americana,ameavo,Species,5780,,4.00,3,,1658,2487
659894403,Photo,Black-crowned Night Heron,Nycticorax nycticorax,,,Alison Gale,2026-06-12,2026,6,12,705,United States,US-CA-001,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,"",,Unspecified,false,false,,,,,,,S356230112,"",,,,,Nycticorax nycticorax,bcnher,Species,7600,,4.00,2,,3145,4718
659894404,Photo,House Finch,Haemorhous mexicanus,,,Alison Gale,2026-06-12,2026,6,12,705,United States,US-CA-001,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,"",,Unspecified,false,false,,,,,,,S356230112,"",,,,,Haemorhous mexicanus,houfin,Species,32310,,5.00,1,,2032,3048
659894402,Photo,Black-crowned Night Heron,Nycticorax nycticorax,,,Alison Gale,2026-06-12,2026,6,12,705,United States,US-CA-001,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,"",,Unspecified,false,false,,,,,,,S356230112,"",,,,,Nycticorax nycticorax,bcnher,Species,7600,,5.00,1,,3845,2563
659894397,Photo,Black Phoebe,Sayornis nigricans,,,Alison Gale,2026-06-12,2026,6,12,705,United States,US-CA-001,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,"",,Unspecified,false,false,,,,,,,S356230112,"",,,,,Sayornis nigricans,blkpho,Species,16998,,4.50,2,,2239,3358
659894398,Photo,European Starling,Sturnus vulgaris,,,Alison Gale,2026-06-12,2026,6,12,705,United States,US-CA-001,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,"",,Unspecified,false,false,,,,,,,S356230112,"",,,,,Sturnus vulgaris,eursta,Species,27813,,4.00,2,,2059,3089
659894387,Photo,"Anna's Hummingbird",Calypte anna,,,Alison Gale,2026-06-12,2026,6,12,705,United States,US-CA-001,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,"",,Unspecified,false,false,,,,,,,S356230112,"",,,,,Calypte anna,annhum,Species,4814,,4.50,2,,2579,3868
659894396,Photo,Black Phoebe,Sayornis nigricans,,,Alison Gale,2026-06-12,2026,6,12,705,United States,US-CA-001,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,"",,Unspecified,false,false,,,,,,,S356230112,"",,,,,Sayornis nigricans,blkpho,Species,16998,,5.00,1,,2006,3009
659365756,Photo,Belted Kingfisher,Megaceryle alcyon,,,Alison Gale,2026-05-30,2026,5,30,1500,United States,US-WA-031,Washington,Jefferson,Point Hudson,48.1178610,-122.7494931,"",,Unspecified,false,false,,,,,,,S354811374,"",,,,,Megaceryle alcyon,belkin1,Species,10306,,5.00,2,,2302,3453
659365755,Photo,Belted Kingfisher,Megaceryle alcyon,,,Alison Gale,2026-05-30,2026,5,30,1500,United States,US-WA-031,Washington,Jefferson,Point Hudson,48.1178610,-122.7494931,"",,Unspecified,false,false,,,,,,,S354811374,"",,,,,Megaceryle alcyon,belkin1,Species,10306,,4.50,2,,1805,2707
659365752,Photo,Belted Kingfisher,Megaceryle alcyon,,,Alison Gale,2026-05-30,2026,5,30,1500,United States,US-WA-031,Washington,Jefferson,Point Hudson,48.1178610,-122.7494931,"",,Unspecified,false,false,,,,,,,S354811374,"",,,,,Megaceryle alcyon,belkin1,Species,10306,,4.00,2,,1699,2548
659365754,Photo,Belted Kingfisher,Megaceryle alcyon,,,Alison Gale,2026-05-30,2026,5,30,1500,United States,US-WA-031,Washington,Jefferson,Point Hudson,48.1178610,-122.7494931,"",,Unspecified,false,false,,,,,,,S354811374,"",,,,,Megaceryle alcyon,belkin1,Species,10306,,5.00,2,,2374,1583
659365753,Photo,Belted Kingfisher,Megaceryle alcyon,,,Alison Gale,2026-05-30,2026,5,30,1500,United States,US-WA-031,Washington,Jefferson,Point Hudson,48.1178610,-122.7494931,"",,Unspecified,false,false,,,,,,,S354811374,"",,,,,Megaceryle alcyon,belkin1,Species,10306,,5.00,2,,1571,2356
659365607,Photo,Pacific Loon,Gavia pacifica,,,Alison Gale,2026-05-30,2026,5,30,1600,United States,US-WA-029,Washington,Island,Smith Island,48.3182330,-122.8410187,"",,Unspecified,false,false,,,,,,,S354810704,"",,,,,Gavia pacifica,pacloo,Species,6931,,4.00,1,,1937,2905
659365603,Photo,Brown Pelican,Pelecanus occidentalis,,,Alison Gale,2026-05-30,2026,5,30,1600,United States,US-WA-029,Washington,Island,Smith Island,48.3182330,-122.8410187,"",,Unspecified,false,false,,,,,,,S354810704,"",,,,See photos,Pelecanus occidentalis,brnpel,Species,7792,,5.00,1,,2087,3131
659365588,Photo,Pacific Loon,Gavia pacifica,,,Alison Gale,2026-05-30,2026,5,30,1600,United States,US-WA-029,Washington,Island,Smith Island,48.3182330,-122.8410187,"",,Unspecified,false,false,,,,,,,S354810704,"",,,,,Gavia pacifica,pacloo,Species,6931,,5.00,1,,1753,2630
659365573,Photo,Common Murre,Uria aalge,,,Alison Gale,2026-05-30,2026,5,30,1600,United States,US-WA-029,Washington,Island,Smith Island,48.3182330,-122.8410187,"",,Unspecified,false,false,,,,,,,S354810704,"",,,,,Uria aalge,commur,Species,6424,,4.00,1,,2255,3382
659365556,Photo,Marbled Murrelet,Brachyramphus marmoratus,,,Alison Gale,2026-05-30,2026,5,30,1600,United States,US-WA-029,Washington,Island,Smith Island,48.3182330,-122.8410187,"",,Unspecified,false,false,,,,,,,S354810704,"",,,,,Brachyramphus marmoratus,marmur,Species,6395,,3.50,2,,1897,2845
659365552,Photo,Horned Puffin,Fratercula corniculata,,,Alison Gale,2026-05-30,2026,5,30,1600,United States,US-WA-029,Washington,Island,Smith Island,48.3182330,-122.8410187,"",,Unspecified,false,false,,,,,,,S354810704,"",,,,See photos,Fratercula corniculata,horpuf,Species,6383,,4.00,1,,1833,2750
659365551,Photo,Horned Puffin,Fratercula corniculata,,,Alison Gale,2026-05-30,2026,5,30,1600,United States,US-WA-029,Washington,Island,Smith Island,48.3182330,-122.8410187,"",,Unspecified,false,false,,,,,,,S354810704,"",,,,See photos,Fratercula corniculata,horpuf,Species,6383,,5.00,1,,1841,2761
659365540,Photo,Tufted Puffin,Fratercula cirrhata,,,Alison Gale,2026-05-30,2026,5,30,1600,United States,US-WA-029,Washington,Island,Smith Island,48.3182330,-122.8410187,"",,Unspecified,false,false,,,,,,,S354810704,"",,,,See photos,Fratercula cirrhata,tufpuf,Species,6378,,4.00,2,,1801,2702
659365539,Photo,Tufted Puffin,Fratercula cirrhata,,,Alison Gale,2026-05-30,2026,5,30,1600,United States,US-WA-029,Washington,Island,Smith Island,48.3182330,-122.8410187,"",,Unspecified,false,false,,,,,,,S354810704,"",,,,See photos,Fratercula cirrhata,tufpuf,Species,6378,,5.00,3,,1801,2702
658831950,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,,Alison Gale,2026-05-30,2026,5,30,559,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,"",,Unspecified,false,false,,,,,,,S349492168,"",,,,,Zonotrichia leucophrys,whcspa,Species,33187,,5.00,1,,3757,5636
658831947,Photo,Northern Rough-winged Swallow,Stelgidopteryx serripennis,,,Alison Gale,2026-05-30,2026,5,30,559,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,"",,Unspecified,false,false,,,,,,,S349492168,"",,,,,Stelgidopteryx serripennis,nrwswa,Species,24106,,5.00,1,,1825,2738
658831940,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,,Alison Gale,2026-05-30,2026,5,30,559,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,"",,Unspecified,false,false,,,,,,,S349492168,"",,,,,Zonotrichia leucophrys,whcspa,Species,33187,,5.00,1,,2151,3227
658831939,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,,Alison Gale,2026-05-30,2026,5,30,559,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,"",,Unspecified,false,false,,,,,,,S349492168,"",,,,,Zonotrichia leucophrys,whcspa,Species,33187,,5.00,1,,1825,2738
658831927,Photo,Violet-green Swallow,Tachycineta thalassina,,,Alison Gale,2026-05-30,2026,5,30,559,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,"",,Unspecified,false,false,,,,,,,S349492168,"",,,,,Tachycineta thalassina,vigswa,Species,24074,,5.00,2,,2716,4074
658831931,Photo,Great Blue Heron,Ardea herodias,,,Alison Gale,2026-05-30,2026,5,30,559,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,"",,Unspecified,false,false,,,,,,,S349492168,"",,,,,Ardea herodias,grbher3,Species,7753,,5.00,1,,2533,3799
658831925,Photo,Violet-green Swallow,Tachycineta thalassina,,,Alison Gale,2026-05-30,2026,5,30,559,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,"",,Unspecified,false,false,,,,,,,S349492168,"",,,,,Tachycineta thalassina,vigswa,Species,24074,,5.00,1,,2263,3394
658831924,Photo,Violet-green Swallow,Tachycineta thalassina,,,Alison Gale,2026-05-30,2026,5,30,559,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,"",,Unspecified,false,false,,,,,,,S349492168,"",,,,,Tachycineta thalassina,vigswa,Species,24074,,5.00,1,,1984,2976
658831900,Photo,Savannah Sparrow,Passerculus sandwichensis,,,Alison Gale,2026-05-30,2026,5,30,852,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,"",,Unspecified,false,false,,,,,,,S349638499,"",,,,,Passerculus sandwichensis,savspa,Species,33244,,5.00,1,,2016,3024
658831882,Photo,White-crowned Sparrow,Zonotrichia leucophrys,,,Alison Gale,2026-05-30,2026,5,30,852,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,"",,Unspecified,false,false,,,,,,,S349638499,"",,,,,Zonotrichia leucophrys,whcspa,Species,33187,,5.00,1,,2279,3418
658831867,Photo,Barn Swallow,Hirundo rustica,,,Alison Gale,2026-05-30,2026,5,30,852,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,"",,Unspecified,false,false,,,,,,,S349638499,"",,,,,Hirundo rustica,barswa,Species,24187,,4.00,1,,2489,3733
658831863,Photo,Northern Rough-winged Swallow,Stelgidopteryx serripennis,,,Alison Gale,2026-05-30,2026,5,30,852,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,"",,Unspecified,false,false,,,,,,,S349638499,"",,,,,Stelgidopteryx serripennis,nrwswa,Species,24106,,5.00,1,,2199,3298
658831831,Photo,Bald Eagle,Haliaeetus leucocephalus,,,Alison Gale,2026-05-30,2026,5,30,852,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,"",,Unspecified,false,false,,,,,,,S349638499,"",,,,,Haliaeetus leucocephalus,baleag,Species,8367,,5.00,1,,2637,3955
658831832,Photo,Bald Eagle,Haliaeetus leucocephalus,,,Alison Gale,2026-05-30,2026,5,30,852,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,"",,Unspecified,false,false,,,,,,,S349638499,"",,,,,Haliaeetus leucocephalus,baleag,Species,8367,,5.00,1,,2425,3637
658831827,Photo,Glaucous-winged Gull,Larus glaucescens,,,Alison Gale,2026-05-30,2026,5,30,852,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,"",,Unspecified,false,false,,,,,,,S349638499,"",,,,,Larus glaucescens,glwgul,Species,6596,,5.00,2,,2907,4360
658831824,Photo,Pigeon Guillemot,Cepphus columba,,,Alison Gale,2026-05-30,2026,5,30,852,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,"",,Unspecified,false,false,,,,,,,S349638499,"",,,,,Cepphus columba,piggui,Species,6404,,5.00,1,,2334,3501
658831823,Photo,Pigeon Guillemot,Cepphus columba,,,Alison Gale,2026-05-30,2026,5,30,852,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,"",,Unspecified,false,false,,,,,,,S349638499,"",,,,,Cepphus columba,piggui,Species,6404,,5.00,2,,1969,2953
658831812,Photo,Killdeer,Charadrius vociferus,,,Alison Gale,2026-05-30,2026,5,30,852,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,"",,Unspecified,false,false,,,,,,,S349638499,"",,,,,Charadrius vociferus,killde,Species,5827,,5.00,1,,1889,2833
658831813,Photo,Killdeer,Charadrius vociferus,,,Alison Gale,2026-05-30,2026,5,30,852,United States,US-WA-031,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,"",,Unspecified,false,false,,,,,,,S349638499,"",,,,,Charadrius vociferus,killde,Species,5827,,5.00,1,,2171,3256
658831499,Photo,Rock Wren,Salpinctes obsoletus,,,Alison Gale,2026-05-31,2026,5,31,1028,United States,US-WA-035,Washington,Kitsap,Point No Point,47.9118696,-122.5283182,"",,Unspecified,false,false,,,,,,,S350375761,"",,,,"Continuing, south of lighthouse on driftwood",Salpinctes obsoletus,rocwre,Species,27150,,.00,0,,2350,3525
658831497,Photo,Rock Wren,Salpinctes obsoletus,,,Alison Gale,2026-05-31,2026,5,31,1028,United States,US-WA-035,Washington,Kitsap,Point No Point,47.9118696,-122.5283182,"",,Unspecified,false,false,,,,,,,S350375761,"",,,,"Continuing, south of lighthouse on driftwood",Salpinctes obsoletus,rocwre,Species,27150,,4.50,2,,2255,3382
658831496,Photo,Rock Wren,Salpinctes obsoletus,,,Alison Gale,2026-05-31,2026,5,31,1028,United States,US-WA-035,Washington,Kitsap,Point No Point,47.9118696,-122.5283182,"",,Unspecified,false,false,,,,,,,S350375761,"",,,,"Continuing, south of lighthouse on driftwood",Salpinctes obsoletus,rocwre,Species,27150,,.00,0,,2048,3072
658831495,Photo,Rock Wren,Salpinctes obsoletus,,,Alison Gale,2026-05-31,2026,5,31,1028,United States,US-WA-035,Washington,Kitsap,Point No Point,47.9118696,-122.5283182,"",,Unspecified,false,false,,,,,,,S350375761,"",,,,"Continuing, south of lighthouse on driftwood",Salpinctes obsoletus,rocwre,Species,27150,,5.00,1,,1873,2809
658831489,Photo,Osprey,Pandion haliaetus,,,Alison Gale,2026-05-31,2026,5,31,1028,United States,US-WA-035,Washington,Kitsap,Point No Point,47.9118696,-122.5283182,"",,Unspecified,false,false,,,,,,,S350375761,"",,,,,Pandion haliaetus,osprey,Species,7832,,5.00,1,,2446,3669
658831488,Photo,Osprey,Pandion haliaetus,,,Alison Gale,2026-05-31,2026,5,31,1028,United States,US-WA-035,Washington,Kitsap,Point No Point,47.9118696,-122.5283182,"",,Unspecified,false,false,,,,,,,S350375761,"",,,,,Pandion haliaetus,osprey,Species,7832,,5.00,1,,2175,3262
658831478,Photo,Marbled Murrelet,Brachyramphus marmoratus,,,Alison Gale,2026-05-31,2026,5,31,1028,United States,US-WA-035,Washington,Kitsap,Point No Point,47.9118696,-122.5283182,"",,Unspecified,false,false,,,,,,,S350375761,"",,,,,Brachyramphus marmoratus,marmur,Species,6395,,5.00,1,,1897,2845
658541985,Photo,Red-winged Blackbird,Agelaius phoeniceus,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Agelaius phoeniceus,rewbla,Species,33779,,4.25,4,,2724,4086
658541951,Photo,Song Sparrow,Melospiza melodia,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Melospiza melodia,sonspa,Species,33277,,4.00,1,,3288,4932
658541948,Photo,American Goldfinch,Spinus tristis,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Spinus tristis,amegfi,Species,32617,,4.50,2,,2048,3072
658541943,Photo,Cedar Waxwing,Bombycilla cedrorum,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Bombycilla cedrorum,cedwax,Species,29888,,5.00,1,,2493,3740
658541942,Photo,Cedar Waxwing,Bombycilla cedrorum,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Bombycilla cedrorum,cedwax,Species,29888,,5.00,3,,1960,2940
658541932,Photo,European Starling,Sturnus vulgaris,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Sturnus vulgaris,eursta,Species,27813,,4.50,2,,1467,2201
658541928,Photo,"Bewick's Wren",Thryomanes bewickii,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Thryomanes bewickii,bewwre,Species,27362,,4.50,2,,2167,3251
658541902,Photo,Barn Swallow,Hirundo rustica,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Hirundo rustica,barswa,Species,24187,,4.00,1,,2605,3907
658541899,Photo,Purple Martin,Progne subis,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Progne subis,purmar,Species,24081,,4.50,2,,1571,2356
658541900,Photo,Purple Martin,Progne subis,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Progne subis,purmar,Species,24081,,4.00,1,,2736,1824
658541887,Photo,Tree Swallow,Tachycineta bicolor,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Tachycineta bicolor,treswa,Species,24064,,4.00,1,,1745,2618
658541885,Photo,Black-capped Chickadee,Poecile atricapillus,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Poecile atricapillus,bkcchi,Species,22065,,4.00,1,,1769,2654
658541877,Photo,Willow Flycatcher,Empidonax traillii,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Empidonax traillii,wilfly,Species,16952,,5.00,2,,2207,3310
658541876,Photo,Willow Flycatcher,Empidonax traillii,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Empidonax traillii,wilfly,Species,16952,,4.00,1,,2247,3370
658541866,Photo,Bald Eagle,Haliaeetus leucocephalus,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Haliaeetus leucocephalus,baleag,Species,8367,,4.00,1,,3193,4789
658541874,Photo,Northern Flicker,Colaptes auratus,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Colaptes auratus,norfli,Species,11900,,4.00,1,,1614,2421
658541859,Photo,Great Blue Heron,Ardea herodias,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Ardea herodias,grbher3,Species,7753,,4.67,3,,3909,2606
658541853,Photo,Virginia Rail,Rallus limicola,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Rallus limicola,virrai,Species,5297,,5.00,2,,2367,3550
658541854,Photo,Virginia Rail,Rallus limicola,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Rallus limicola,virrai,Species,5297,,4.50,4,,2557,3836
658541856,Photo,Virginia Rail,Rallus limicola,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Rallus limicola,virrai,Species,5297,,4.00,1,,2676,4014
658541857,Photo,Virginia Rail,Rallus limicola,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Rallus limicola,virrai,Species,5297,,5.00,2,,2827,4241
658541855,Photo,Virginia Rail,Rallus limicola,,,Alison Gale,2026-05-27,2026,5,27,541,United States,US-WA-033,Washington,King,Union Bay Natural Area/Montlake Fill,47.6542400,-122.2913700,"",,Unspecified,false,false,,,,,,,S347722254,"",,,,,Rallus limicola,virrai,Species,5297,,5.00,1,,2223,3334
