ML Catalog Number,Common Name,Scientific Name,Date,Time,Country,State,County,Locality,Latitude,Longitude,eBird Checklist ID
662621240,Dark-eyed Junco,Junco hyemalis,2026-08-07,932,United States,Washington,King,Frager Rd. (north),47.418883,-122.2678757,S380906489
662621237,American Goldfinch,Spinus tristis,2026-08-07,932,United States,Washington,King,Frager Rd. (north),47.418883,-122.2678757,S380906489
662621238,American Goldfinch,Spinus tristis,2026-08-07,932,United States,Washington,King,Frager Rd. (north),47.418883,-122.2678757,S380906489
662621239,American Goldfinch,Spinus tristis,2026-08-07,932,United States,Washington,King,Frager Rd. (north),47.418883,-122.2678757,S380906489
662621227,American Kestrel,Falco sparverius,2026-08-07,932,United States,Washington,King,Frager Rd. (north),47.418883,-122.2678757,S380906489
662621228,American Kestrel,Falco sparverius,2026-08-07,932,United States,Washington,King,Frager Rd. (north),47.418883,-122.2678757,S380906489
662621216,Anna's Hummingbird,Calypte anna,2026-08-07,932,United States,Washington,King,Frager Rd. (north),47.418883,-122.2678757,S380906489
662621212,Pied-billed Grebe,Podilymbus podiceps,2026-08-07,932,United States,Washington,King,Frager Rd. (north),47.418883,-122.2678757,S380906489
662621211,Pied-billed Grebe,Podilymbus podiceps,2026-08-07,932,United States,Washington,King,Frager Rd. (north),47.418883,-122.2678757,S380906489
662621207,Mallard,Anas platyrhynchos,2026-08-07,932,United States,Washington,King,Frager Rd. (north),47.418883,-122.2678757,S380906489
662621204,Wood Duck,Aix sponsa,2026-08-07,932,United States,Washington,King,Frager Rd. (north),47.418883,-122.2678757,S380906489
662526261,Glaucous-winged Gull,Larus glaucescens,2026-08-05,1446,United States,Washington,King,Charles Richey Sr. Viewpoint,47.5726544,-122.4140185,S380318688
662526259,Wandering Tattler,Tringa incana,2026-08-05,1446,United States,Washington,King,Charles Richey Sr. Viewpoint,47.5726544,-122.4140185,S380318688
662526255,Least Sandpiper,Calidris minutilla,2026-08-05,1446,United States,Washington,King,Charles Richey Sr. Viewpoint,47.5726544,-122.4140185,S380318688
662526254,Least Sandpiper,Calidris minutilla,2026-08-05,1446,United States,Washington,King,Charles Richey Sr. Viewpoint,47.5726544,-122.4140185,S380318688
662526250,Killdeer,Charadrius vociferus,2026-08-05,1446,United States,Washington,King,Charles Richey Sr. Viewpoint,47.5726544,-122.4140185,S380318688
662363419,Orange-crowned Warbler,Leiothlypis celata,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363381,Townsend's Warbler,Setophaga townsendi,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363380,Townsend's Warbler,Setophaga townsendi,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363377,Townsend's Warbler,Setophaga townsendi,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363378,Townsend's Warbler,Setophaga townsendi,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363358,Common Yellowthroat,Geothlypis trichas,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363351,Red-winged Blackbird,Agelaius phoeniceus,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363344,House Finch,Haemorhous mexicanus,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363343,House Finch,Haemorhous mexicanus,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363337,Cedar Waxwing,Bombycilla cedrorum,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363331,American Robin,Turdus migratorius,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363332,American Robin,Turdus migratorius,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363326,Tree Swallow,Tachycineta bicolor,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363325,Tree Swallow,Tachycineta bicolor,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363324,Tree Swallow,Tachycineta bicolor,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363313,Western Wood-Pewee,Contopus sordidulus,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363311,Hairy Woodpecker,Leuconotopicus villosus,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363307,Rufous Hummingbird,Selasphorus rufus,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363306,Rufous Hummingbird,Selasphorus rufus,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662363299,Band-tailed Pigeon,Patagioenas fasciata,2026-08-02,725,United States,Washington,Snohomish,Big Four Ice Caves,48.0651548,-121.5151566,S379333332
662359436,Brown-headed Cowbird,Molothrus ater,2026-08-02,1458,United States,Washington,Snohomish,Edmonds Marina,47.8079405,-122.3924276,S379365619
662359430,Heermann's Gull,Larus heermanni,2026-08-02,1458,United States,Washington,Snohomish,Edmonds Marina,47.8079405,-122.3924276,S379365619
662359429,Heermann's Gull,Larus heermanni,2026-08-02,1458,United States,Washington,Snohomish,Edmonds Marina,47.8079405,-122.3924276,S379365619
662359427,Rock Pigeon (Feral Pigeon),Columba livia (Feral Pigeon),2026-08-02,1458,United States,Washington,Snohomish,Edmonds Marina,47.8079405,-122.3924276,S379365619
662145476,Common Yellowthroat,Geothlypis trichas,2026-07-26,1923,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S376877165
662145463,Long-billed Dowitcher,Limnodromus scolopaceus,2026-07-26,1923,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S376877165
662145464,Long-billed Dowitcher,Limnodromus scolopaceus,2026-07-26,1923,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S376877165
661835303,Red-winged Blackbird,Agelaius phoeniceus,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835278,Brewer's Blackbird,Euphagus cyanocephalus,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835274,American Goldfinch,Spinus tristis,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835275,American Goldfinch,Spinus tristis,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835276,American Goldfinch,Spinus tristis,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835272,House Finch,Haemorhous mexicanus,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835260,Cedar Waxwing,Bombycilla cedrorum,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835261,Cedar Waxwing,Bombycilla cedrorum,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835253,Tree Swallow,Tachycineta bicolor,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835252,Northern Harrier,Circus hudsonius,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835236,Spotted Sandpiper,Actitis macularius,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835235,Spotted Sandpiper,Actitis macularius,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835230,Virginia Rail,Rallus limicola,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835233,Virginia Rail,Rallus limicola,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835231,Virginia Rail,Rallus limicola,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835232,Virginia Rail,Rallus limicola,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661835229,Mallard,Anas platyrhynchos,2026-07-23,1441,United States,Washington,Snohomish,Stanwood Water Treatment Plant,48.2377017,-122.3611822,S375605391
661662259,House Finch,Haemorhous mexicanus,2026-07-20,531,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S374368808
661662260,House Finch,Haemorhous mexicanus,2026-07-20,531,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S374368808
661662244,White-crowned Sparrow,Zonotrichia leucophrys,2026-07-20,531,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S374368808
661662245,White-crowned Sparrow,Zonotrichia leucophrys,2026-07-20,531,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S374368808
661662243,American Robin,Turdus migratorius,2026-07-20,531,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S374368808
661662240,Tree Swallow,Tachycineta bicolor,2026-07-20,531,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S374368808
661662238,Tree Swallow,Tachycineta bicolor,2026-07-20,531,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S374368808
661662239,Tree Swallow,Tachycineta bicolor,2026-07-20,531,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S374368808
661662237,Tree Swallow,Tachycineta bicolor,2026-07-20,531,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S374368808
661662228,Northern Flicker,Colaptes auratus,2026-07-20,531,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S374368808
661662225,Downy Woodpecker,Dryobates pubescens,2026-07-20,531,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S374368808
661662223,Bald Eagle,Haliaeetus leucocephalus,2026-07-20,531,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S374368808
661662221,Osprey,Pandion haliaetus,2026-07-20,531,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S374368808
661662222,Osprey,Pandion haliaetus,2026-07-20,531,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S374368808
661254730,Yellow-rumped Warbler,Setophaga coronata,2026-07-12,730,United States,Washington,Snohomish,Riverview Wildlife Refuge / Snohomish Wastewater Treatment Plant,47.9165434,-122.1100652,S371256974
661254728,Common Yellowthroat,Geothlypis trichas,2026-07-12,730,United States,Washington,Snohomish,Riverview Wildlife Refuge / Snohomish Wastewater Treatment Plant,47.9165434,-122.1100652,S371256974
661254727,Common Yellowthroat,Geothlypis trichas,2026-07-12,730,United States,Washington,Snohomish,Riverview Wildlife Refuge / Snohomish Wastewater Treatment Plant,47.9165434,-122.1100652,S371256974
661254723,Brown-headed Cowbird,Molothrus ater,2026-07-12,730,United States,Washington,Snohomish,Riverview Wildlife Refuge / Snohomish Wastewater Treatment Plant,47.9165434,-122.1100652,S371256974
661254716,Song Sparrow,Melospiza melodia,2026-07-12,730,United States,Washington,Snohomish,Riverview Wildlife Refuge / Snohomish Wastewater Treatment Plant,47.9165434,-122.1100652,S371256974
661254709,American Goldfinch,Spinus tristis,2026-07-12,730,United States,Washington,Snohomish,Riverview Wildlife Refuge / Snohomish Wastewater Treatment Plant,47.9165434,-122.1100652,S371256974
661254708,American Goldfinch,Spinus tristis,2026-07-12,730,United States,Washington,Snohomish,Riverview Wildlife Refuge / Snohomish Wastewater Treatment Plant,47.9165434,-122.1100652,S371256974
661254704,Cedar Waxwing,Bombycilla cedrorum,2026-07-12,730,United States,Washington,Snohomish,Riverview Wildlife Refuge / Snohomish Wastewater Treatment Plant,47.9165434,-122.1100652,S371256974
661254703,Cedar Waxwing,Bombycilla cedrorum,2026-07-12,730,United States,Washington,Snohomish,Riverview Wildlife Refuge / Snohomish Wastewater Treatment Plant,47.9165434,-122.1100652,S371256974
661254698,Red-breasted Sapsucker,Sphyrapicus ruber,2026-07-12,730,United States,Washington,Snohomish,Riverview Wildlife Refuge / Snohomish Wastewater Treatment Plant,47.9165434,-122.1100652,S371256974
661254688,Great Blue Heron,Ardea herodias,2026-07-12,730,United States,Washington,Snohomish,Riverview Wildlife Refuge / Snohomish Wastewater Treatment Plant,47.9165434,-122.1100652,S371256974
659894591,Black-bellied Plover,Pluvialis squatarola,2026-06-13,748,United States,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,S356765363
659894589,Brown Pelican,Pelecanus occidentalis,2026-06-13,748,United States,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,S356765363
659894588,Bushtit,Psaltriparus minimus,2026-06-13,748,United States,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,S356765363
659894581,White-crowned Sparrow,Zonotrichia leucophrys,2026-06-13,748,United States,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,S356765363
659894579,California Towhee,Melozone crissalis,2026-06-13,748,United States,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,S356765363
659894578,California Towhee,Melozone crissalis,2026-06-13,748,United States,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,S356765363
659894576,House Finch,Haemorhous mexicanus,2026-06-13,748,United States,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,S356765363
659894575,House Finch,Haemorhous mexicanus,2026-06-13,748,United States,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,S356765363
659894574,House Finch,Haemorhous mexicanus,2026-06-13,748,United States,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,S356765363
659894437,Long-billed Curlew,Numenius americanus,2026-06-13,748,United States,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,S356765363
659894434,American Avocet,Recurvirostra americana,2026-06-13,748,United States,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,S356765363
659894433,American Avocet,Recurvirostra americana,2026-06-13,748,United States,California,Alameda,Albany State Marine Reserve,37.8893242,-122.3151134,S356765363
659894403,Black-crowned Night Heron,Nycticorax nycticorax,2026-06-12,705,United States,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,S356230112
659894404,House Finch,Haemorhous mexicanus,2026-06-12,705,United States,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,S356230112
659894402,Black-crowned Night Heron,Nycticorax nycticorax,2026-06-12,705,United States,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,S356230112
659894397,Black Phoebe,Sayornis nigricans,2026-06-12,705,United States,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,S356230112
659894398,European Starling,Sturnus vulgaris,2026-06-12,705,United States,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,S356230112
659894387,Anna's Hummingbird,Calypte anna,2026-06-12,705,United States,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,S356230112
659894396,Black Phoebe,Sayornis nigricans,2026-06-12,705,United States,California,Alameda,Cesar Chavez Park,37.8709227,-122.3150389,S356230112
659365756,Belted Kingfisher,Megaceryle alcyon,2026-05-30,1500,United States,Washington,Jefferson,Point Hudson,48.117861,-122.7494931,S354811374
659365755,Belted Kingfisher,Megaceryle alcyon,2026-05-30,1500,United States,Washington,Jefferson,Point Hudson,48.117861,-122.7494931,S354811374
659365752,Belted Kingfisher,Megaceryle alcyon,2026-05-30,1500,United States,Washington,Jefferson,Point Hudson,48.117861,-122.7494931,S354811374
659365754,Belted Kingfisher,Megaceryle alcyon,2026-05-30,1500,United States,Washington,Jefferson,Point Hudson,48.117861,-122.7494931,S354811374
659365753,Belted Kingfisher,Megaceryle alcyon,2026-05-30,1500,United States,Washington,Jefferson,Point Hudson,48.117861,-122.7494931,S354811374
659365607,Pacific Loon,Gavia pacifica,2026-05-30,1600,United States,Washington,Island,Smith Island,48.318233,-122.8410187,S354810704
659365603,Brown Pelican,Pelecanus occidentalis,2026-05-30,1600,United States,Washington,Island,Smith Island,48.318233,-122.8410187,S354810704
659365588,Pacific Loon,Gavia pacifica,2026-05-30,1600,United States,Washington,Island,Smith Island,48.318233,-122.8410187,S354810704
659365573,Common Murre,Uria aalge,2026-05-30,1600,United States,Washington,Island,Smith Island,48.318233,-122.8410187,S354810704
659365556,Marbled Murrelet,Brachyramphus marmoratus,2026-05-30,1600,United States,Washington,Island,Smith Island,48.318233,-122.8410187,S354810704
659365552,Horned Puffin,Fratercula corniculata,2026-05-30,1600,United States,Washington,Island,Smith Island,48.318233,-122.8410187,S354810704
659365551,Horned Puffin,Fratercula corniculata,2026-05-30,1600,United States,Washington,Island,Smith Island,48.318233,-122.8410187,S354810704
659365540,Tufted Puffin,Fratercula cirrhata,2026-05-30,1600,United States,Washington,Island,Smith Island,48.318233,-122.8410187,S354810704
659365539,Tufted Puffin,Fratercula cirrhata,2026-05-30,1600,United States,Washington,Island,Smith Island,48.318233,-122.8410187,S354810704
658831950,White-crowned Sparrow,Zonotrichia leucophrys,2026-05-30,559,United States,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,S349492168
658831947,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2026-05-30,559,United States,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,S349492168
658831940,White-crowned Sparrow,Zonotrichia leucophrys,2026-05-30,559,United States,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,S349492168
658831939,White-crowned Sparrow,Zonotrichia leucophrys,2026-05-30,559,United States,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,S349492168
658831927,Violet-green Swallow,Tachycineta thalassina,2026-05-30,559,United States,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,S349492168
658831931,Great Blue Heron,Ardea herodias,2026-05-30,559,United States,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,S349492168
658831925,Violet-green Swallow,Tachycineta thalassina,2026-05-30,559,United States,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,S349492168
658831924,Violet-green Swallow,Tachycineta thalassina,2026-05-30,559,United States,Washington,Jefferson,Fort Flagler SP - Campground/Beach,48.0938751,-122.7226067,S349492168
658831900,Savannah Sparrow,Passerculus sandwichensis,2026-05-30,852,United States,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,S349638499
658831882,White-crowned Sparrow,Zonotrichia leucophrys,2026-05-30,852,United States,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,S349638499
658831867,Barn Swallow,Hirundo rustica,2026-05-30,852,United States,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,S349638499
658831863,Northern Rough-winged Swallow,Stelgidopteryx serripennis,2026-05-30,852,United States,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,S349638499
658831831,Bald Eagle,Haliaeetus leucocephalus,2026-05-30,852,United States,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,S349638499
658831832,Bald Eagle,Haliaeetus leucocephalus,2026-05-30,852,United States,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,S349638499
658831827,Glaucous-winged Gull,Larus glaucescens,2026-05-30,852,United States,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,S349638499
658831824,Pigeon Guillemot,Cepphus columba,2026-05-30,852,United States,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,S349638499
658831823,Pigeon Guillemot,Cepphus columba,2026-05-30,852,United States,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,S349638499
658831812,Killdeer,Charadrius vociferus,2026-05-30,852,United States,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,S349638499
658831813,Killdeer,Charadrius vociferus,2026-05-30,852,United States,Washington,Jefferson,Fort Flagler SP,48.0960511,-122.7139785,S349638499
658831499,Rock Wren,Salpinctes obsoletus,2026-05-31,1028,United States,Washington,Kitsap,Point No Point,47.9118696,-122.5283182,S350375761
658831497,Rock Wren,Salpinctes obsoletus,2026-05-31,1028,United States,Washington,Kitsap,Point No Point,47.9118696,-122.5283182,S350375761
658831496,Rock Wren,Salpinctes obsoletus,2026-05-31,1028,United States,Washington,Kitsap,Point No Point,47.9118696,-122.5283182,S350375761
658831495,Rock Wren,Salpinctes obsoletus,2026-05-31,1028,United States,Washington,Kitsap,Point No Point,47.9118696,-122.5283182,S350375761
658831489,Osprey,Pandion haliaetus,2026-05-31,1028,United States,Washington,Kitsap,Point No Point,47.9118696,-122.5283182,S350375761
658831488,Osprey,Pandion haliaetus,2026-05-31,1028,United States,Washington,Kitsap,Point No Point,47.9118696,-122.5283182,S350375761
658831478,Marbled Murrelet,Brachyramphus marmoratus,2026-05-31,1028,United States,Washington,Kitsap,Point No Point,47.9118696,-122.5283182,S350375761
658541985,Red-winged Blackbird,Agelaius phoeniceus,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541951,Song Sparrow,Melospiza melodia,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541948,American Goldfinch,Spinus tristis,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541943,Cedar Waxwing,Bombycilla cedrorum,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541942,Cedar Waxwing,Bombycilla cedrorum,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541932,European Starling,Sturnus vulgaris,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541928,Bewick's Wren,Thryomanes bewickii,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541902,Barn Swallow,Hirundo rustica,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541899,Purple Martin,Progne subis,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541900,Purple Martin,Progne subis,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541887,Tree Swallow,Tachycineta bicolor,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541885,Black-capped Chickadee,Poecile atricapillus,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541877,Willow Flycatcher,Empidonax traillii,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541876,Willow Flycatcher,Empidonax traillii,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541866,Bald Eagle,Haliaeetus leucocephalus,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541874,Northern Flicker,Colaptes auratus,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541859,Great Blue Heron,Ardea herodias,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541853,Virginia Rail,Rallus limicola,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541854,Virginia Rail,Rallus limicola,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541856,Virginia Rail,Rallus limicola,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541857,Virginia Rail,Rallus limicola,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541855,Virginia Rail,Rallus limicola,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541841,Canada Goose,Branta canadensis,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658541848,Mallard,Anas platyrhynchos,2026-05-27,541,United States,Washington,King,Union Bay Natural Area/Montlake Fill,47.65424,-122.29137,S347722254
658391619,Lazuli Bunting,Passerina amoena,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391617,Lazuli Bunting,Passerina amoena,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391618,Lazuli Bunting,Passerina amoena,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391583,Red-winged Blackbird,Agelaius phoeniceus,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391574,Bullock's Oriole,Icterus bullockii,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391575,Bullock's Oriole,Icterus bullockii,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391561,Yellow-headed Blackbird,Xanthocephalus xanthocephalus,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391552,White-crowned Sparrow,Zonotrichia leucophrys,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391551,White-crowned Sparrow,Zonotrichia leucophrys,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391544,American Goldfinch,Spinus tristis,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391536,American Robin,Turdus migratorius,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391512,Hairy Woodpecker,Leuconotopicus villosus,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391487,Red-tailed Hawk,Buteo jamaicensis,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391486,Red-tailed Hawk,Buteo jamaicensis,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391485,Red-tailed Hawk,Buteo jamaicensis,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391472,Bald Eagle,Haliaeetus leucocephalus,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
658391460,Mourning Dove,Zenaida macroura,2026-05-25,711,United States,Washington,Snohomish,Field's Riffle,47.9166297,-122.1268988,S346491426
