Bar-headed Goose	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Emperor Goose	0.0015	0.0015	1.659E-4	0.0	0.0015	0.0	0.0	0.0	0.0	9.39E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.104E-4	1.227E-4	1.245E-4	0.0	0.0	0.0	0.0	0.0	1.008E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snow Goose	0.0088402	0.0110147	0.0098739	0.0064086	0.0048434	0.0037021	0.0030438	0.0020528	0.0028881	0.0047874	0.0029437	0.0035862	0.0020776	0.0019084	0.0038394	0.0031584	0.0026137	0.0018425	0.0023209	9.43E-4	2.419E-4	0.0015	0.0	4.402E-4	2.909E-4	0.0010642	1.251E-4	0.0014728	5.521E-4	2.454E-4	6.223E-4	0.0014126	9.031E-4	0.001086	0.0029254	0.0032123	0.012505	0.0201768	0.0302682	0.0334542	0.0162992	0.024885	0.0204302	0.0146175	0.0094994	0.0134727	0.0123753	0.0094366	
Ross's Goose	0.006306	0.0014186	8.3E-5	2.589E-4	1.614E-4	0.0015	0.0	0.0015	0.0	0.0	0.0	0.0	7.69E-5	0.0	1.669E-4	1.263E-4	6.88E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Snow/Ross's Goose	5.89E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.219E-4	0.0	0.0	0.0	1.277E-4	9.07E-5	0.0	1.179E-4	0.0	0.0	0.0	0.0	0.0	0.0	
Graylag Goose	1.768E-4	1.669E-4	8.3E-5	2.589E-4	3.229E-4	7.26E-5	5.64E-5	0.0	2.407E-4	2.816E-4	8.66E-5	0.0	0.0	9.09E-5	8.35E-5	1.263E-4	6.88E-5	7.09E-5	0.0	6.29E-5	0.0	0.0	0.0	0.0	9.7E-5	0.0	0.0	9.2E-5	1.104E-4	1.227E-4	1.245E-4	1.766E-4	0.0	0.0	3.657E-4	9.73E-5	1.008E-4	0.0	2.554E-4	0.0	0.0	1.179E-4	0.0	8.97E-5	1.067E-4	3.777E-4	1.201E-4	6.94E-5	
Swan Goose	1.179E-4	0.0015	3.319E-4	3.237E-4	3.229E-4	7.26E-5	1.127E-4	9.33E-5	0.0	0.0	0.0	0.0	0.0015	9.09E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.245E-4	0.0	0.0	1.207E-4	0.0	1.947E-4	0.0	0.0	0.0	1.813E-4	0.0	0.0	3.605E-4	3.587E-4	0.0	2.518E-4	4.806E-4	4.163E-4	
Graylag x Swan Goose (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Greater White-fronted Goose	0.0170321	0.0136849	0.0116163	0.0113283	0.0077494	0.0063879	0.0058621	0.0101708	0.0086643	0.0082606	0.007013	0.0071724	0.0070022	0.0085423	0.0095151	0.0089066	0.0048146	0.0012047	0.0020008	0.0013202	6.451E-4	3.984E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.909E-4	0.0015	7.063E-4	0.0013044	0.0016894	0.0039005	0.0285214	0.0287414	0.0323056	0.0263091	0.018767	0.0132693	0.0158038	0.0170653	0.0179356	0.0115274	0.0107026	0.0138171	0.0131835	
Domestic goose sp. (Domestic type)	6.483E-4	0.0014186	5.808E-4	8.415E-4	6.458E-4	0.0010163	9.582E-4	1.866E-4	8.825E-4	8.448E-4	6.926E-4	6.686E-4	7.695E-4	8.179E-4	6.677E-4	5.053E-4	7.566E-4	7.795E-4	4.802E-4	8.173E-4	4.838E-4	9.959E-4	5.126E-4	7.043E-4	9.697E-4	0.0016554	6.254E-4	8.284E-4	0.0012147	0.0013499	0.0018668	8.828E-4	0.0017058	0.0018101	0.0012189	0.0015575	8.068E-4	0.0010202	0.0012771	8.16E-4	7.314E-4	0.0012973	2.404E-4	8.071E-4	5.337E-4	6.296E-4	0.0013216	8.326E-4	
